Curve curve_0
1.0 1.0
2.2132194527 1.0
2.76830351705 0.874198047514
3.35298174821 0.817994804463
3.47226970033 0.69050950868
3.83021567509 0.630441662544
3.95839722564 0.602328847865
4.1383983755 0.533272140681
4.67345964822 0.514729831385
5.00404271059 0.286143635598
5.14561455752 0.266959593248
5.23145762605 0.205185561025
5.46964590338 0.161673788597
6.07202714432 0.141280701373
6.38666838069 0.121188013816
6.80888713017 0.112688732595
7.02800360739 0.105576021063
7.59699483496 0.0

Curve curve_1
1.0 1.0
1.26558778842 1.0
1.46356026187 0.993877432735
1.6981260578 0.836681515511
1.98429225898 0.799453937783
2.13751505074 0.574274098324
2.6579382901 0.525562591231
2.70392189432 0.492133258799
3.46539222105 0.36285778376
4.88765929074 0.328763628939
5.15512189207 0.226257462147
5.28380962946 0.0

Curve curve_2
1.0 1.0
3.98362115697 1.0
3.98962561569 0.967984873943
4.41866355216 0.818259472599
4.93215671805 0.771648792881
5.00880577371 0.728780469871
5.17883760367 0.677023670088
5.44223990662 0.452695403022
5.49051655584 0.432294370836
5.66777111458 0.396667058301
5.80426935857 0.374596510587
5.9459565949 0.323615617378
5.97562516612 0.276489679903
6.10284560317 0.165606511137
6.39447574969 0.0

Curve curve_3
1.0 1.0
2.70918061706 1.0
2.79675734928 0.985869822348
3.11591618923 0.956193870579
3.51442668267 0.950562632175
3.55838986472 0.518653713526
3.61816730835 0.460985115154
3.7057046314 0.425085707394
3.79163476153 0.190555574047
4.03329383933 0.0

Curve curve_4
1.0 1.0
1.29989847139 1.0
1.75198394178 0.8275187015
2.03186868787 0.475954401977
2.04219177011 0.279084091878
2.68765547369 0.0820773440882
3.35228755239 0.0422851445937
3.76322937951 0.0191066005031
4.12860215756 0.0

Curve curve_5
1.0 1.0
2.35447091507 1.0
2.59416803461 0.97089363895
3.04574216404 0.854628239207
4.12474875878 0.812714407276
4.60631425904 0.808945096236
5.03620770019 0.767259477779
5.09854049562 0.761867931127
5.26793622634 0.698098008916
6.11914654081 0.680081918058
6.19213395027 0.532365761897
7.31713415749 0.356789279856
7.382171576 0.328472457577
8.01588383828 0.255309553431
8.09219530314 0.247323837343
8.40798500719 0.170575763692
9.24113242024 0.0

Curve curve_6
1.0 1.0
3.404227907 1.0
3.44070976359 0.852752616078
3.52783594459 0.681392061509
3.53507765665 0.433231710957
3.66526087896 0.400267769126
3.71114789916 0.330977951848
4.04495222767 0.281387331666
4.04585121531 0.278956553235
4.13828071985 0.206079208149
4.18371231578 0.205250754174
4.39231086889 0.180140596899
4.52668910422 0.094292672198
4.71840906414 0.0494754994897
4.80921292557 0.0204063813811
4.9135680473 0.0109009297522
5.12062874466 0.00591724716369
5.2492832268 0.0

Curve curve_7
1.0 1.0
1.40840424096 1.0
1.48311528156 0.872236917914
1.68798320309 0.769971856024
1.78245967292 0.65808481853
2.11527634278 0.596426372106
2.14824872644 0.590235616095
2.91696050008 0.578690582117
3.46836372019 0.567232373414
4.39546506834 0.116446861665
4.50449645946 0.0883814192914
4.83761178281 0.0

Curve curve_8
1.0 1.0
2.01963895946 1.0
2.94547019719 0.992650650816
3.03103686928 0.965987546168
3.80856669614 0.964437537017
4.10195713241 0.818409798507
4.34352594562 0.65317176871
4.45320109302 0.65055372056
4.59064235578 0.599202841404
4.62103853484 0.597019799117
4.85245317468 0.53682283367
5.41644097016 0.397880062613
5.59625480978 0.38024027926
5.8929434599 0.273815890878
6.16791675059 0.225246791804
6.56489252756 0.0946545799661
6.57897302972 0.0

Curve curve_9
1.0 1.0
1.70500559489 1.0
2.11837737044 0.795234175601
2.43281048584 0.758082856154
2.99272346175 0.664187131409
4.75739434622 0.627113491713
4.79264027272 0.533933718259
5.15248288328 0.420869676652
5.40546731193 0.296679923384
6.80601452966 0.296316710517
7.46199145093 0.266723541084
7.48438518087 0.125365992534
8.7677818132 0.0

Curve curve_10
1.0 1.0
2.23632627865 1.0
2.25927280516 0.992711092089
2.30840357268 0.924494228932
2.93486662146 0.822634128259
3.13867778242 0.769114190301
3.57128850454 0.6772376251
3.70295948263 0.642426618088
3.77124644415 0.634861244574
4.0826703213 0.603092255289
4.30829651979 0.57118410667
4.56763503591 0.360117411336
4.87536285099 0.310302280565
5.60395047199 0.264900031664
5.61730707843 0.253425796031
5.88277259405 0.218716755302
6.29793371096 0.212852907706
6.32076305534 0.208063389012
6.66810597032 0.205361325943
6.7296756063 0.158129926715
6.91979907214 0.10924165045
6.95605489853 0.0

Curve curve_11
1.0 1.0
2.90031380412 1.0
3.12883660862 0.969476996412
3.22485455435 0.917029051129
3.30076556666 0.868612213379
3.47764151629 0.705386311434
4.257518933 0.688725881403
4.64581389978 0.652021744147
5.04126514342 0.560083491506
5.20750536873 0.55752668551
5.90888979558 0.552820601874
5.97986164625 0.526357212297
6.50754968895 0.390651115973
7.04883723081 0.37564237999
7.48431582756 0.363332268582
8.3095583315 0.339010338174
8.84949163304 0.319613080233
8.87619759608 0.230495372395
9.1275537195 0.043684824826
9.81790463756 0.0

Curve curve_12
1.0 1.0
2.0825526102 1.0
2.10105618118 0.986203985834
2.13118002514 0.809068521505
2.27502685479 0.800571973926
2.61433671257 0.697683175973
4.50526812309 0.652658151055
4.81100691272 0.542937607082
5.31097119722 0.354983305347
5.42952655429 0.216517069281
6.8891892512 0.171390931829
7.18323584259 0.0

Curve curve_13
1.0 1.0
1.95590208163 1.0
2.5034180427 0.95814647669
3.6957022079 0.811307924507
